index,charName,imgName,dialog,animation,location,sound,bgmusic,bg,extra1
34,나,,알아요. 당신은 수호령인거죠?,,,,stage1_bgm,forest1,
35,구미호,fox_awkward,...,,,,stage1_bgm,forest1,
36,구미호,fox_normal,그래서 네 놈 동료들의 수는 얼마나 되지? 어디에 있고?,,center,,stage1_bgm,forest1,
37,나,,예?,,,,stage1_bgm,forest1,
38,구미호,fox_normal,퍽!,tremble,,hit,stage1_bgm,forest1,때리는 사운드
39,나,,크헉!,tremble,,,stage1_bgm,forest1,
40,구미호,fox_normal,다음엔 검자루가 아니라 날이 배에 들어갈 거다.,,center,,stage1_bgm,forest1,
41,구미호,fox_normal,대답해.,,center,,stage1_bgm,forest1,
42,나,,저` 그게…,,,,stage1_bgm,forest1,
43,구미호,fox_angry,스릉,,center,threat,stage1_bgm,forest1,이때 캐릭터 스탠딩 일러스트에 검을 뽑은 버전
44,나,,마` 말할게요! 말한다고요!,,,,stage1_bgm,forest1,
45,나,,수는 열이고! 어딨는 지는 몰라요!,,,,stage1_bgm,forest1,
46,구미호,fox_angry,스릉,,center,threat,stage1_bgm,forest1,
47,나,,저` 정말이에요!,,,,stage1_bgm,forest1,
48,나,,조사 때문에 파견 왔다가 요괴들에게 기습당했다고요!,,,,stage1_bgm,forest1,
49,나,,믿어주세요! 제발!,,,,stage1_bgm,forest1,
50,구미호,fox_normal,...,,center,,stage1_bgm,forest1,다시 캐릭터의 스탠딩에 검이 없는 버전으로 변경
51,나,,휴우...,,,,stage1_bgm,forest1,
52,sound,red,,,,hit,stop,forest1,
53,나,,커`커헉! 도대체 왜?,tremble,,,,forest1,
54,구미호,fox_normal,검집에 맞은 것 가지고 엄살 부리지 마.,,center,,,forest1,
55,내레이션,,내 입에서 갑자기 뭔가가 솟구쳐 올라온다.,,,,,forest1,
56,나,,우웨엑-!,tremble,,,,forest1,
57,sound,spirit,,,,hover,,forest1,
58,내레이션,,내 입에서 나온 건 토가 아니었다.,,,,,forest1,
59,내레이션,,푸른빛의 무언가가 내 입을 타고 흘러나왔다.,,,,,forest1,
60,내레이션,,그 빛은 곧 그녀가 들고 있던 일곱 개의 금으로 깨져 있는 구슬 속으로 흘러 들어간다.,,,,,forest1,
61,구미호,fox_normal,이건 혼령 구슬이야.,,center,,stage1_bgm,forest1,
62,구미호,fox_normal,이 안의 파란빛은 네 혼령이고.,,center,,stage1_bgm,forest1,
63,나,,에… 예?,,,,stage1_bgm,forest1,
64,구미호,fox_normal,네 목숨이라고.,,center,,stage1_bgm,forest1,
65,나,,뭐` 무슨…! 돌려주십시오!,,,,stage1_bgm,forest1,
66,구미호,fox_normal,네 말이 진실로 밝혀질 때까진.,,center,,stage1_bgm,forest1,
67,구미호,fox_normal,네 목숨은 내 손에 있는 거야.,,center,,stage1_bgm,forest1,
68,구미호,fox_normal,만약 네 동료라는 놈들이 날 공격하면?,,center,,stage1_bgm,forest1,
69,구미호,fox_normal,넌` 죽는 거야.,,center,,stage1_bgm,forest1,
70,구미호,fox_normal,물론 이대로 도망쳐도. 죽어.,,center,,stage1_bgm,forest1,
71,나,,그` 그게 무슨…!,,,,stage1_bgm,forest1,
72,나,,대체 뭣 때문에 이러는 겁니까.,,center,,stage1_bgm,forest1,
73,구미호,fox_normal,굳이 알 거 없어.,,center,,stage1_bgm,forest1,
74,구미호,fox_normal,네가 알건 둘 뿐이야.,,center,,stage1_bgm,forest1,
75,구미호,fox_normal,먼저` 네 목숨이 내 손에 있다는 거고.,,center,,stage1_bgm,forest1,
76,구미호,fox_normal,다른 하나는` 너희 동료가 내 일을 방해하면 재미없을 거란 거지.,,center,,stage1_bgm,forest1,
77,구미호,fox_normal,날 따라와.,,center,,stage1_bgm,forest1,
78,구미호,fox_normal,아니면 죽든가.,,center,,stage1_bgm,forest1,
79,나,,히익!,,,,stage1_bgm,forest1,
80,내레이션,,그렇게` 난 예정에도 없던 구미호와의 모험을 시작했다.,,,,stage1_bgm,forest1,
81,내레이션,,이때까지만 해도` 나는 어떤 일에 휘말린 건지 전혀 예상하지 못했다.,,,,stage1_bgm,forest1,
82,background,,,,,,stage1_bgm,chapter1_logo,
